srno,ref_line_width,updated_line_width,width_error,stage_speed
1,280,341.6757333333333,-61.67573333333331,0.44187873309390646
2,280,311.0528,-31.05279999999999,0.493495452023978
3,280,298.10240000000005,-18.102400000000046,0.527313519266319
4,280,282.3957333333333,-2.3957333333332826,0.549513127680075
